MakeText,BodyColorText,ModelTypeText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,ID,InteriorColorText,Km,ModelText,Properties,Seats,TransmissionTypeText,TypeName,TypeNameFull
Mercedes-Benz,Black,CL 5.8 BRABUS,Coupé,5727,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,2000,Benzin,400,746.0,beige,33000,null,"""""""Ab MFK"""""," """"Tuning""""""",4,Automatik-Getriebe,CL 5.8 BRABUS
BMW,Black, 4.6is,SUV / Geländewagen,4619,Zuzwil,356 g/km,Occasion,G,14.9 l/100km,5,Allrad,8,2002,Benzin,347,747.0,schwarz,32900,X5,"""""""Ab MFK""""""",5,Automat sequentiell,X5 4.6is,BMW X5 4.6is
Alfa Romeo,Blue, 6 2.5,Coupé,2492,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,8,1984,Benzin,160,75.0,schwarz,75000,GTV,null,4,Schaltgetriebe manuell,GTV 6 2.5,ALFA ROMEO GTV 6 2.5
Mercedes-Benz,Black, Sport,Kombi,4266,Zuzwil,280 g/km,Occasion,null,11.7 l/100km,5,Hinterradantrieb,1,1998,Benzin,306,752.0,schwarz,64100,C 43 AMG,"""""""Ab MFK""""""",5,Automat,C 43 AMG Sport,MERCEDES-BENZ C 43 AMG Sport
Audi,Black, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2003,Benzin,450,753.0,schwarz,59000,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
Porsche,Black, Carrera,Coupé,3387,Zuzwil,null,Occasion,null,11.8 l/100km,2,Hinterradantrieb,5,1998,Benzin,300,754.0,beige,26000,911,"""""""Ab MFK""""""",4,Automatik-Getriebe,911 Carrera,PORSCHE 911 Carrera
Mercedes-Benz,Black,,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,1,2003,Benzin,500,757.0,schwarz,32500,SL 55 AMG,"""""""Ab MFK""""""",2,Automat,SL 55 AMG,MERCEDES-BENZ SL 55 AMG
Renault,Black, Modell 1400 FASA,Coupé,1397,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1978,Benzin,93,758.0,schwarz,90000,Alpine A110,"""""""Ab MFK""""""",2,Schaltgetriebe,Modell 1400 FASA,RENAULT Alpine A110 Modell 1400 FASA
Mercedes-Benz,Black,,Limousine,5439,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,4,Hinterradantrieb,6,2005,Benzin,476,761.0,schwarz,77000,CLS 55 AMG,"""""""Ab MFK""""""",4,Automat sequentiell,CLS 55 AMG,MERCEDES-BENZ CLS 55 AMG
Mercedes-Benz,Black, Elégance,Limousine,2597,Zuzwil,250 g/km,Occasion,G,10.4 l/100km,4,Hinterradantrieb,4,2003,Benzin,177,762.0,schwarz,89200,E 240,"""""""Ab MFK""""""",5,Automat,E 240 Elégance,MERCEDES-BENZ E 240 Elégance
Porsche,Black, Carrera 4 S Cabrio,Cabriolet,3596,Zuzwil,294 g/km,Occasion,G,12.1 l/100km,2,Allrad,3,2004,Benzin,320,764.0,schwarz,75600,911,"""""""Ab MFK""""""",4,Automat,911 Carrera 4 S Cabrio,PORSCHE 911 Carrera 4 S Cabrio
Porsche,Black, Turbo Cabrio,Cabriolet,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,9,2007,Benzin,480,765.0,schwarz,46500,911,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,911 Turbo Cabrio,PORSCHE 911 Turbo Cabrio
BMW,Black, Turbo,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1974,Benzin,170,772.0,schwarz,82600,2002,"""""""Ab MFK""""""",4,Schaltgetriebe,Turbo,BMW 2002 Turbo
Audi,Black, Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,11,2008,Benzin,580,778.0,schwarz,48200,RS6,null,5,Automat sequentiell,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
Mercedes-Benz,Blue,,Cabriolet,6209,Zuzwil,328 g/km,Occasion,G,14.1 l/100km,2,Hinterradantrieb,3,2012,Benzin,525,78.0,schwarz,19999,SL 63 AMG,"""""""Ab MFK""""""",2,Automat sequentiell,SL 63 AMG,MERCEDES-BENZ SL 63 AMG
Mercedes-Benz,Black,,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,2,2003,Benzin,500,781.0,anthrazit,45200,SL 55 AMG,"""""""Ab MFK""""""",2,Automat,SL 55 AMG,MERCEDES-BENZ SL 55 AMG
VW,Black,Touran 1.4 TSI Trend,Kompaktvan / Minivan,1390,Zuzwil,180 g/km,Occasion,F,7.5 l/100km,5,Vorderradantrieb,3,2008,Benzin,140,784.0,anthrazit,71700,TOURAN,"""""""Ab MFK""""""",7,Schaltgetriebe manuell,Touran 1.4 TSI Trend,VW Touran 1.4 TSI Trend
Mercedes-Benz,Black,,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,3,1999,Benzin,224,790.0,beige,73700,S 320,"""""""Ab MFK""""""",5,Automat,S 320,MERCEDES-BENZ S 320
Talbot,Black,Sunbeam Lotus,Coupé,2171,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,3,1982,Benzin,150,794.0,grau,40100,null,"""""""Ab MFK""""""",4,Schaltgetriebe,Sunbeam Lotus,TALBOT Sunbeam Lotus
Saab,Black, 2.3T Aero,Kombi,2290,Zuzwil,214 g/km,Occasion,null,9.0 l/100km,5,Vorderradantrieb,7,2002,Benzin,250,795.0,schwarz,117100,9-5,"""""""Ab MFK""""""",5,Automatik-Getriebe,9-5 2.3T Aero,SAAB 9-5 2.3T Aero
Audi,Black, Coupé 5.2,Coupé,5204,Zuzwil,327 g/km,Occasion,G,13.7 l/100km,2,Allrad,7,2009,Benzin,525,796.0,schwarz,26500,R8,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,R8 Coupé 5.2,AUDI R8 Coupé 5.2
Lincoln,Black,,Limousine,4602,Zuzwil,null,Occasion,null,null,4,Vorderradantrieb,2,2002,Benzin,0,797.0,beige,119600,Continental,"""""""Ab MFK""""""",5,Automat,null,LINCOLN Continental
Maserati,Black,Ghibli 2.8 GT,Coupé,2788,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1996,Benzin,284,798.0,beige,40600,GHIBLI,"""""""Ab MFK""""""",5,Automat,Ghibli 2.8 GT,MASERATI Ghibli 2.8 GT
Honda,Black,Accord Coupé V6 3.0i VTEC,Coupé,2997,Zuzwil,253 g/km,Occasion,G,10.7 l/100km,2,Vorderradantrieb,7,1998,Benzin,200,806.0,anthrazit,186000,ACCORD,"""""""Ab MFK""""""",5,Automat,Accord Coupé V6 3.0i VTEC,HONDA Accord Coupé V6 3.0i VTEC
Audi,Black, Coupé 4.2FSI quattro,Coupé,4163,Zuzwil,252 g/km,Occasion,G,10.8 l/100km,2,Allrad,1,2011,Benzin,450,807.0,schwarz,31750,RS5,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,RS5 Coupé 4.2FSI quattro,AUDI RS5 Coupé 4.2FSI quattro
Porsche,Black, GT2,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,5,2002,Benzin,462,812.0,schwarz,38200,911,"""""""Ab MFK"""""," """"Tuning""""""",4,Schaltgetriebe manuell,911 GT2
Mercedes-Benz,Black,,Cabriolet,4966,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,5,2006,Benzin,306,813.0,grau,8000,SL 500,"""""""Ab MFK""""""",2,Automat sequentiell,SL 500,MERCEDES-BENZ SL 500
Mercedes-Benz,Black, BLACK SERIES,Coupé,6208,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,2012,Benzin,517,815.0,schwarz,500,C 63 AMG,"""""""Ab MFK""""""",2,Automatik-Getriebe,BLACK SERIES,MERCEDES-BENZ C 63 AMG BLACK SERIES
BMW,Black,iL,Limousine,4398,Zuzwil,317 g/km,Occasion,null,13.3 l/100km,4,Hinterradantrieb,5,1999,Benzin,286,816.0,schwarz,18300,740,"""""""Ab MFK""""""",5,Automat,740iL,BMW 740iL
Porsche,Black, GT3 CUP,Coupé,3600,Zuzwil,null,Occasion,null,null,2,null,5,2000,Benzin,370,817.0,null,7000,911,"""""""Ab MFK"""""," """"Tuning""""""",0,Schaltgetriebe,GT3 CUP
BMW,Black,i A Cabrio,Cabriolet,2792,Zuzwil,null,Occasion,null,10.4 l/100km,2,Hinterradantrieb,8,1995,Benzin,193,819.0,beige,49900,328,"""""""Ab MFK""""""",4,Automat,328i A Cabrio,BMW 328i A Cabrio
Porsche,Black, Carrera 4,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Allrad,2,1995,Benzin,272,820.0,blau,134100,911,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,911 Carrera 4,PORSCHE 911 Carrera 4
Mercedes-Benz,Black,,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,3,2004,Benzin,500,827.0,anthrazit,96400,SL 600,"""""""Ab MFK""""""",2,Automat,SL 600,MERCEDES-BENZ SL 600
Mercedes-Benz,Blue,,Coupé,5461,Zuzwil,288 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,9,2006,Benzin,388,83.0,schwarz,15100,CL 500,"""""""Ab MFK""""""",4,Automat sequentiell,CL 500,MERCEDES-BENZ CL 500
Smart,Black,Fortwo passion,Cabriolet,698,Zuzwil,127 g/km,Occasion,F,5.3 l/100km,3,Hinterradantrieb,7,2003,Benzin,61,830.0,schwarz,165000,FORTWO,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,Fortwo passion,SMART Fortwo passion
Audi,Black, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,null,14.6 l/100km,5,Allrad,10,2000,Benzin,340,831.0,schwarz,211000,S6,"""""""Ab MFK""""""",5,Automat,S6 Avant quattro,AUDI S6 Avant quattro
Mercedes-Benz,Black, 4Matic,Kombi,4966,Zuzwil,331 g/km,Neu,G,13.9 l/100km,5,Allrad,1,2006,Benzin,306,833.0,schwarz,500,R 500,"""""""Ab MFK""""""",6,Automat sequentiell,R 500 4Matic,MERCEDES-BENZ R 500 4Matic
Ferrari,Silver, Daytona Plexiglas,Coupé,4390,Sursee,null,Oldtimer,null,null,2,null,9,1970,Benzin,352,839.0,schwarz,8000,365,null,2,null,Daytona Plexiglas,FERRARI 365 Daytona Plexiglas
Ferrari,Blue, Berlinetta,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,5,1995,Benzin,380,84.0,schwarz,78000,F355,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,F355 Berlinetta,FERRARI F355 Berlinetta
VW,Silver,Touareg 5.0 TDI V10,SUV / Geländewagen,4921,Zuzwil,332 g/km,Occasion,G,12.3 l/100km,5,Allrad,11,2003,Diesel,313,845.0,schwarz,117800,TOUAREG,"""""""Ab MFK""""""",5,Automat,Touareg 5.0 TDI V10,VW Touareg 5.0 TDI V10
Nissan,Silver, 1.8 16V Turbo,Coupé,1808,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,6,1990,Benzin,169,846.0,mehrfarbig,162900,200 SX,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,200 SX 1.8 16V Turbo,NISSAN 200 SX 1.8 16V Turbo
Porsche,Silver, Turbo II,Coupé,3297,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1991,Benzin,320,848.0,rot,101300,911,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,911 Turbo II,PORSCHE 911 Turbo II
Mercedes-Benz,Silver, BLACK SERIES,Coupé,5980,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,2009,Benzin,670,849.0,schwarz,34000,SL 65 AMG,"""""""Ab MFK""""""",2,Automatik-Getriebe,BLACK SERIES,MERCEDES-BENZ SL 65 AMG BLACK SERIES
Porsche,Silver, GT3,Coupé,3600,Zuzwil,null,Occasion,null,12.9 l/100km,2,Hinterradantrieb,10,1999,Benzin,360,852.0,null,47900,911,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,911 GT3,PORSCHE 911 GT3
Aston Martin,Silver,,Coupé,5935,Zuzwil,394 g/km,Occasion,G,16.5 l/100km,2,Hinterradantrieb,1,2005,Benzin,457,854.0,schwarz,40800,DB9,"""""""Ab MFK""""""",4,Automat sequentiell,DB9,ASTON MARTIN DB9
Mercedes-Benz,Silver,,Coupé,5513,Zuzwil,353 g/km,Occasion,G,14.7 l/100km,2,Hinterradantrieb,7,2003,Benzin,500,856.0,beige,22400,CL 600,"""""""Ab MFK""""""",4,Automat,CL 600,MERCEDES-BENZ CL 600
Other,Silver,Mustang,Cabriolet,7200,Sursee,null,Occasion,null,null,3,Hinterradantrieb,3,1968,Benzin,360,857.0,schwarz,1000,MUSTANG,null,4,Automat,null,FORD (USA) Mustang
Mercedes-Benz,Silver, Elégance,Limousine,2597,Zuzwil,257 g/km,Occasion,null,10.7 l/100km,4,Hinterradantrieb,7,2000,Benzin,170,861.0,grau,162900,C 240,"""""""Ab MFK""""""",5,Automatik-Getriebe,C 240 Elégance,MERCEDES-BENZ C 240 Elégance
Porsche,Silver, Turbo,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,2,2001,Benzin,420,864.0,grau,82100,911,"""""""Ab MFK""""""",4,Automatik-Getriebe,911 Turbo,PORSCHE 911 Turbo
McLaren,Silver,MP4- Coupé 3.8 V8,Coupé,3798,Zuzwil,279 g/km,Occasion,G,11.7 l/100km,2,Hinterradantrieb,3,2012,Benzin,626,866.0,schwarz,1200,12C,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,MP4-12C Coupé 3.8 V8,McLAREN MP4-12C Coupé 3.8 V8
BMW,Silver,i,Limousine,3498,Zuzwil,291 g/km,Occasion,null,12.1 l/100km,4,Hinterradantrieb,8,1999,Benzin,238,867.0,schwarz,33900,735,"""""""Ab MFK""""""",5,Automat sequentiell,735i,BMW 735i
Renault,Silver,Alpine A310 V6,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1982,Benzin,150,869.0,null,31000,ALPINE,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,Alpine A310 V6,RENAULT Alpine A310 V6
Toyota,Silver,Corolla 2.0 D4D L.Terra,Kombi,1995,Zuzwil,152 g/km,Occasion,D,5.7 l/100km,5,Vorderradantrieb,6,2004,Diesel,116,870.0,grau,144000,COROLLA,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,Corolla 2.0 D4D L.Terra,TOYOTA Corolla 2.0 D4D L.Terra
BMW,Silver, xDrive 25d Sport Line,SUV / Geländewagen,1995,Zuzwil,145 g/km,Occasion,C,5.5 l/100km,5,Allrad,9,2012,Diesel,218,875.0,rot,39200,X1,"""""""Ab MFK""""""",5,Automat sequentiell,X1 xDrive 25d Sport Line,BMW X1 xDrive 25d Sport Line
Mercedes-Benz,Silver,S 65 L AMG 650PS,Limousine,5981,Zuzwil,357 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,8,2004,Benzin,612,876.0,beige,61000,S 65 AMG,"""""""Ab MFK""""""",5,Automat,S 65 L AMG 650PS,MERCEDES-BENZ S 65 L AMG 650PS
Ferrari,Silver,M GT,Coupé,5474,Zuzwil,495 g/km,Occasion,G,22.0 l/100km,2,Hinterradantrieb,3,2000,Benzin,442,877.0,beige,35000,456,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,456M GT,FERRARI 456M GT
Mercedes-Benz,Silver, L,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,6,2008,Benzin,612,882.0,schwarz,56200,S 65 AMG,"""""""Ab MFK""""""",5,Automat sequentiell,S 65 AMG L,MERCEDES-BENZ S 65 AMG L
Renault,Silver,Spider 2.0 16V TURBO,Cabriolet,1998,Zuzwil,null,Occasion,null,8.7 l/100km,2,Hinterradantrieb,6,1997,Benzin,200,883.0,schwarz,23500,SPORT SPIDER,null,2,Schaltgetriebe manuell,Spider 2.0 16V TURBO,RENAULT Spider 2.0 16V TURBO
BMW,Silver,,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,11,2006,Benzin,507,884.0,schwarz,34500,M6,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,M6,BMW M6
Land Rover,Silver,Range Rover 5.0 V8 SC,SUV / Geländewagen,4999,Zuzwil,348 g/km,Occasion,G,14.9 l/100km,5,Allrad,10,2010,Benzin,510,886.0,schwarz,9000,RANGE ROVER,"""""""Ab MFK""""""",5,Automat,Range Rover 5.0 V8 SC,LAND ROVER Range Rover 5.0 V8 SC
MG,Silver,M Roadster,Coupé,740,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,6,1930,Benzin,0,888.0,schwarz,86000,null,"""""""Ab MFK""""""",2,Schaltgetriebe,M Roadster,MG M Roadster
Fiat,Silver,124 Spider CSA Abarth,Cabriolet,1755,Zuzwil,null,Occasion,null,null,2,null,7,1974,null,128,890.0,schwarz,120000,SPIDER,null,2,Schaltgetriebe,CSA Abarth,FIAT 124 Spider CSA Abarth
Ferrari,Silver, Spider,Cabriolet,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,5,2001,Benzin,400,891.0,schwarz,41000,F360,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,F360 Spider,FERRARI F360 Spider
Audi,Silver, Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,896.0,schwarz,29300,RS6,"""""""Ab MFK"""""," """"Tuning""""""",5,Automat sequentiell,RS6 Avant 5.0 V10 quattro
Lotus,Other,Elise,Cabriolet,1796,Zuzwil,183 g/km,Occasion,G,7.7 l/100km,2,Hinterradantrieb,10,2003,Benzin,120,9.0,anthrazit,38200,ELISE,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,Elise,LOTUS Elise
Mercedes-Benz,Blue,,Cabriolet,3498,Zuzwil,255 g/km,Occasion,null,10.6 l/100km,2,Hinterradantrieb,5,2008,Benzin,272,90.0,braun,3200,SLK 350,"""""""Ab MFK""""""",2,Automatik-Getriebe,SLK 350,MERCEDES-BENZ SLK 350
Mercedes-Benz,Silver, Sport,Coupé,3199,Zuzwil,242 g/km,Occasion,G,10.1 l/100km,2,Hinterradantrieb,6,1998,Benzin,218,900.0,blau,61000,CLK 320,"""""""Ab MFK""""""",4,Automat,CLK 320 Sport,MERCEDES-BENZ CLK 320 Sport
Mercedes-Benz,Silver, Avantgarde,Limousine,4266,Zuzwil,320 g/km,Occasion,null,13.9 l/100km,4,Hinterradantrieb,6,1998,Benzin,279,902.0,grau,48500,E 430,"""""""Ab MFK""""""",5,Automat,E 430 Avantgarde,MERCEDES-BENZ E 430 Avantgarde
Renault,Silver,Clio 3.0 Sport V6,Kleinwagen,2946,Zuzwil,285 g/km,Occasion,G,11.9 l/100km,3,Hinterradantrieb,11,2004,Benzin,255,903.0,schwarz,61200,CLIO,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,Clio 3.0 Sport V6,RENAULT Clio 3.0 Sport V6
Renault,Silver,Alpine A310 V6,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1981,Benzin,150,904.0,grau,139200,ALPINE,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,Alpine A310 V6,RENAULT Alpine A310 V6
Mercedes-Benz,Silver,,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1994,Benzin,320,909.0,braun,111500,SL 500,"""""""Ab MFK""""""",0,Automat,SL 500,MERCEDES-BENZ SL 500
Porsche,Silver, Carrera Cabrio,Cabriolet,3387,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,2,2001,Benzin,300,910.0,blau,75400,911,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio
BMW,Silver,d,Limousine,2993,Zuzwil,211 g/km,Occasion,G,8.0 l/100km,4,Hinterradantrieb,1,2006,Diesel,272,912.0,grau,29900,535,"""""""Ab MFK""""""",5,Automat sequentiell,535d,BMW 535d
BMW,Silver, tii,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1974,Benzin,133,916.0,mehrfarbig,93500,2002,"""""""Ab MFK""""""",5,Schaltgetriebe,tii,BMW 2002 tii
BMW,Silver,iL,Limousine,5379,Zuzwil,332 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,6,1997,Benzin,327,917.0,blau,42000,750,"""""""Ab MFK""""""",5,Automat sequentiell,750iL,BMW 750iL
Bentley,Silver,Arnage Green Label,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,6,1999,Benzin,354,918.0,beige,85700,ARNAGE,"""""""Ab MFK""""""",5,Automat,Arnage Green Label,BENTLEY Arnage Green Label
BMW,Silver,,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,4,2005,Benzin,503,919.0,schwarz,27800,M5,"""""""Ab MFK""""""",5,Automatisiertes Schaltgetriebe,M5,BMW M5
BMW,Silver, CSL,Coupé,3246,Zuzwil,287 g/km,Occasion,G,11.9 l/100km,2,Hinterradantrieb,7,2004,Benzin,360,921.0,null,88000,M3,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,M3 CSL,BMW M3 CSL
Mercedes-Benz,Silver,,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,5,2002,Benzin,306,922.0,beige,64000,SL 500,"""""""Ab MFK""""""",2,Automat,SL 500,MERCEDES-BENZ SL 500
Mercedes-Benz,Silver,,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,306,924.0,anthrazit,24400,SL 500,"""""""Ab MFK""""""",2,Automat,SL 500,MERCEDES-BENZ SL 500
Mercedes-Benz,Silver, 6.0 AMG,Cabriolet,5956,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1991,Benzin,380,926.0,blau,98000,SL 500,"""""""Ab MFK""""""",4,Automatik-Getriebe,6.0 AMG,MERCEDES-BENZ SL 500 6.0 AMG
Mercedes-Benz,Silver, L,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,1,2007,Benzin,612,927.0,beige,40300,S 65 AMG,"""""""Ab MFK""""""",5,Automat sequentiell,S 65 AMG L,MERCEDES-BENZ S 65 AMG L
Audi,Silver, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,3,2003,Benzin,450,928.0,grau,34000,RS6,"""""""Direkt-/Parallelimport""""""",5,Automat,RS6 Avant quattro,AUDI RS6 Avant quattro
BMW,Silver,,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,6,2006,Benzin,503,930.0,schwarz,31500,M5,"""""""Ab MFK"""""," """"Tuning""""""",5,Automatisiertes Schaltgetriebe,M5
Mercedes-Benz,Silver, SL W198,Coupé,2995,Sursee,null,Occasion,null,null,2,Hinterradantrieb,5,1955,null,215,931.0,rot,5000,300,null,0,Schaltgetriebe,300SL W198,MERCEDES-BENZ 300 300SL W198
Lancia,Silver,Monte Carlo 137 AS,Limousine,1994,Zuzwil,null,Occasion,null,null,2,Vorderradantrieb,7,1978,Benzin,0,933.0,braun,57000,null,"""""""Ab MFK""""""",2,Schaltgetriebe,Monte Carlo 137 AS,LANCIA Monte Carlo 137 AS
Toyota,Silver, Deluxe,Limousine,1589,Zuzwil,null,Oldtimer,null,null,4,Hinterradantrieb,11,1972,Benzin,0,934.0,mehrfarbig,57700,CARINA,"""""""Ab MFK""""""",5,Schaltgetriebe,Deluxe,TOYOTA CARINA Deluxe
Porsche,Silver,Cayenne S,SUV / Geländewagen,4806,Zuzwil,358 g/km,Neu,null,14.9 l/100km,5,Allrad,9,2009,Benzin,385,936.0,schwarz,1,CAYENNE,"""""""Ab MFK""""""",5,Automatik-Getriebe,Cayenne S,PORSCHE Cayenne S
BMW,Silver,i xDrive,Cabriolet,4395,Zuzwil,217 g/km,Occasion,G,9.3 l/100km,2,Allrad,1,2013,Benzin,450,938.0,null,5400,650,"""""""Ab MFK""""""",4,Automat sequentiell,650i xDrive,BMW 650i xDrive
Ferrari,Silver, Modena Berlinetta,Coupé,3586,Zuzwil,415 g/km,Occasion,G,17.9 l/100km,2,Hinterradantrieb,5,2000,Benzin,400,940.0,schwarz,28000,F360,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta
Mercedes-Benz,Silver, L,Limousine,5981,Zuzwil,null,Occasion,G,14.8 l/100km,4,Hinterradantrieb,1,2007,Benzin,612,942.0,schwarz,94000,S 65 AMG,"""""""Ab MFK""""""",5,Automat sequentiell,S 65 AMG L,MERCEDES-BENZ S 65 AMG L
Audi,Silver, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,9,2002,Benzin,450,943.0,schwarz,36900,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
Ferrari,Silver, Berlinetta,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,5,1999,Benzin,380,944.0,schwarz,29000,F355,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,F355 Berlinetta,FERRARI F355 Berlinetta
Volvo,Silver, 2.4T,Limousine,2435,Zuzwil,220 g/km,Occasion,G,9.2 l/100km,4,Vorderradantrieb,4,2001,Benzin,200,945.0,schwarz,145000,S60,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,S60 2.4T,VOLVO S60 2.4T
Porsche,Silver,Cayenne Turbo,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,1,2003,Benzin,450,948.0,schwarz,156000,CAYENNE,"""""""Ab MFK""""""",5,Automat,Cayenne Turbo,PORSCHE Cayenne Turbo
Audi,Silver, Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,3,2010,Benzin,580,950.0,schwarz,26300,RS6,"""""""Ab MFK""""""",5,Automat,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
Porsche,Silver,Panamera 4S 4.8,Limousine,4806,Zuzwil,254 g/km,Occasion,G,10.8 l/100km,5,Allrad,11,2010,Benzin,400,951.0,schwarz,57600,PANAMERA,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,Panamera 4S 4.8,PORSCHE Panamera 4S 4.8
Mercedes-Benz,Silver,,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,4,2004,Benzin,500,953.0,anthrazit,21400,SL 55 AMG,"""""""Ab MFK""""""",2,Automat,SL 55 AMG,MERCEDES-BENZ SL 55 AMG
