BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,ID,InteriorColorText,Km,MakeText,ModelText,ModelTypeText,Properties,Seats,TransmissionTypeText,TypeName,TypeNameFull
blau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,125.0,mehrfarbig,114200,AUDI,RS6,RS6 Avant 5.0 V10 quattro,"""Ab MFK"", ""Direkt-/Parallelimport""",5,Automat,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
blau mét.,Limousine,2793,Zuzwil,241 g/km,Occasion,null,10.3 l/100km,4,Hinterradantrieb,5,1998,Benzin,193,126.0,schwarz,26200,BMW,728,728i,"""Ab MFK""",5,Automatik-Getriebe,728i,BMW 728i
blau mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,5,2003,Benzin,450,127.0,schwarz,64500,AUDI,RS6,RS6 Avant quattro,"""Ab MFK""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
blau mét.,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,10,2003,Benzin,500,132.0,grau,49900,MERCEDES-BENZ,SL 600,SL 600,"""Ab MFK""",2,Automat,SL 600,MERCEDES-BENZ SL 600
blau mét.,Limousine,5461,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,5,2011,Benzin,525,137.0,schwarz,31400,MERCEDES-BENZ,CLS 63 AMG,CLS 63 AMG,"""Ab MFK""",4,Automat sequentiell,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG
anthrazit mét.,Cabriolet,2771,Zuzwil,254 g/km,Occasion,null,11.4 l/100km,2,Vorderradantrieb,7,1996,Benzin,174,14.0,mehrfarbig,120200,AUDI,Cabriolet,Cabriolet 2.8 E,"""Ab MFK""",4,Automat,Cabriolet 2.8 E,AUDI Cabriolet 2.8 E
blau mét.,Coupé,1397,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1977,Benzin,93,144.0,schwarz,39267,RENAULT,Alpine A110,Alpine A110 A5 Motor,"""Ab MFK""",2,Schaltgetriebe,A5 Motor,RENAULT Alpine A110 A5 Motor
blau mét.,Limousine,2497,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,10,1990,Benzin,195,145.0,schwarz,162000,MERCEDES-BENZ,190,190 E 2.5-16 ABS,null,5,Schaltgetriebe manuell,190 E 2.5-16 ABS,MERCEDES-BENZ 190 E 2.5-16 ABS
blau mét.,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1974,Benzin,180,146.0,schwarz,7990,BMW,2002,2002 Turbo,"""Ab MFK""",4,Schaltgetriebe,Turbo,BMW 2002 Turbo
blau mét.,Coupé,5204,Zuzwil,315 g/km,Occasion,G,13.3 l/100km,2,Hinterradantrieb,9,2009,Benzin,551,148.0,null,7300,LAMBORGHINI,GALLARDO,Gallardo LP550-2 Cpé V.B.,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,Gallardo LP550-2 Cpé V.B.,LAMBORGHINI Gallardo LP550-2 Cpé V.B.
blau mét.,Cabriolet,4308,Porrentruy,420 g/km,Occasion,G,18.3 l/100km,2,Hinterradantrieb,6,2007,Benzin,486,149.0,rot,53500,FERRARI,F430,F430 Spider,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,F430 Spider,FERRARI F430 Spider
anthrazit mét.,SUV / Geländewagen,3628,Zuzwil,299 g/km,Occasion,G,11.3 l/100km,5,Allrad,2,2007,Diesel,272,15.0,grau,99900,LAND ROVER,RANGE ROVER,Range Rover 3.6 d HSE,"""Ab MFK""",5,Automat,Range Rover 3.6 d HSE,LAND ROVER Range Rover 3.6 d HSE
blau mét.,Coupé,4966,Zuzwil,299 g/km,Occasion,G,12.4 l/100km,2,Hinterradantrieb,12,2001,Benzin,306,150.0,schwarz,116100,MERCEDES-BENZ,CL 500,CL 500,"""Ab MFK""",4,Automat,CL 500,MERCEDES-BENZ CL 500
blau mét.,Limousine,4691,Zuzwil,365 g/km,Occasion,G,15.7 l/100km,4,Hinterradantrieb,2,2009,Benzin,431,151.0,beige,96000,MASERATI,QUATTROPORTE,Quattroporte 4.7 S,"""Ab MFK"", ""Direkt-/Parallelimport""",5,Automat sequentiell,Quattroporte 4.7 S,MASERATI Quattroporte 4.7 S
blau mét.,Kombi,2993,Zuzwil,192 g/km,Occasion,null,7.2 l/100km,5,Hinterradantrieb,11,2004,Diesel,218,152.0,schwarz,108500,BMW,530,530d Touring,"""Ab MFK""",5,Automatik-Getriebe,530d Touring,BMW 530d Touring
blau mét.,SUV / Geländewagen,2979,Zuzwil,276 g/km,Occasion,null,11.4 l/100km,5,Allrad,10,2004,Benzin,231,157.0,beige,86200,BMW,X3,X3 3.0i,"""Ab MFK""",5,Automatik-Getriebe,X3 3.0i,BMW X3 3.0i
blau mét.,Limousine,4196,Zuzwil,326 g/km,Occasion,null,14.3 l/100km,4,Hinterradantrieb,6,1996,Benzin,279,162.0,beige,26800,MERCEDES-BENZ,E 420,E 420 Elégance,"""Ab MFK""",5,Automat,E 420 Elégance,MERCEDES-BENZ E 420 Elégance
blau mét.,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,10,1998,Benzin,354,164.0,schwarz,35000,MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,"""Ab MFK""",5,Automat,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde
blau mét.,Coupé,3506,Zuzwil,366 g/km,Occasion,G,15.7 l/100km,2,Hinterradantrieb,7,2002,Benzin,354,167.0,schwarz,36700,LOTUS,ESPRIT,Esprit 3.5 V8 SE,"""Ab MFK""",2,Schaltgetriebe manuell,Esprit 3.5 V8 SE,LOTUS Esprit 3.5 V8 SE
blau mét.,Limousine,2457,Zuzwil,244 g/km,Occasion,G,10.3 l/100km,4,Allrad,4,2006,Benzin,230,168.0,schwarz,161500,SUBARU,IMPREZA,Impreza 2.5T WRX,"""Ab MFK""",5,Schaltgetriebe manuell,Impreza 2.5T WRX,SUBARU Impreza 2.5T WRX
anthrazit mét.,SUV / Geländewagen,4367,Zuzwil,253 g/km,Occasion,G,9.4 l/100km,5,Allrad,1,2012,Diesel,312,17.0,beige,63200,LAND ROVER,RANGE ROVER,Range Rover 4.4TD Vogue,"""Ab MFK"", ""Direkt-/Parallelimport""",5,Automat sequentiell,Range Rover 4.4TD Vogue,LAND ROVER Range Rover 4.4TD Vogue
blau mét.,Limousine,5461,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,4,Hinterradantrieb,6,2006,Benzin,388,170.0,schwarz,48000,MERCEDES-BENZ,S 500,S 500,"""Ab MFK""",5,Automat sequentiell,S 500,MERCEDES-BENZ S 500
blau mét.,Limousine,1647,Zuzwil,null,Oldtimer,null,null,0,Hinterradantrieb,6,1976,Benzin,0,174.0,anthrazit,59800,RENAULT,ALPINE,ALPINE A310 1600 VG,"""Ab MFK""",0,Schaltgetriebe,A310 1600 VG,RENAULT ALPINE A310 1600 VG
blau mét.,Coupé,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,3,2005,Benzin,400,176.0,braun,8000,FERRARI,F360,F360 Modena Berlinetta,"""Ab MFK""",2,Automatik-Getriebe,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta
blau mét.,Coupé,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,9,2000,Benzin,306,177.0,grau,75100,MERCEDES-BENZ,CL 500,CL 500,"""Ab MFK""",4,Automat,CL 500,MERCEDES-BENZ CL 500
blau mét.,Coupé,2319,Zuzwil,234 g/km,Occasion,null,9.8 l/100km,2,Vorderradantrieb,2,2001,Benzin,240,179.0,anthrazit,27900,VOLVO,C70,C70 T5,"""Ab MFK""",4,Schaltgetriebe manuell,C70 T5,VOLVO C70 T5
anthrazit mét.,Coupé,6208,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,2012,Benzin,517,18.0,schwarz,12100,MERCEDES-BENZ,C 63 AMG,C 63 AMG BLACK SERIES (Coupé),"""Ab MFK""",2,Automatik-Getriebe,BLACK SERIES (Coupé),MERCEDES-BENZ C 63 AMG BLACK SERIES (Coupé)
blau mét.,Coupé,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,8,1999,Benzin,400,182.0,schwarz,20700,FERRARI,F360,F360 Modena Berlinetta,"""Ab MFK""",2,Automatik-Getriebe,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta
blau mét.,Coupé,2986,Zuzwil,null,Occasion,null,null,2,null,4,1984,Benzin,300,183.0,schwarz,150200,BMW-ALPINA,7 SERIES,7 SERIES B7 Turbo Coupé,null,4,Schaltgetriebe,B7 Turbo Coupé,BMW-ALPINA 7 SERIES B7 Turbo Coupé
blau mét.,Cabriolet,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2008,Benzin,626,184.0,schwarz,2400,MERCEDES-BENZ,SLR,SLR McLaren Roadster,"""Ab MFK""",2,Automatik-Getriebe,McLaren Roadster,MERCEDES-BENZ SLR McLaren Roadster
blau mét.,Coupé,1984,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,5,1985,Benzin,125,185.0,null,47000,PORSCHE,924,924,null,4,Schaltgetriebe manuell,924,PORSCHE 924
anthrazit mét.,Limousine,4617,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1999,Benzin,333,19.0,mehrfarbig,146500,BMW-ALPINA,3 SERIES,3 SERIES B8,"""Ab MFK""",5,Schaltgetriebe,B8,BMW-ALPINA 3 SERIES B8
blau mét.,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,5,2003,Benzin,500,190.0,anthrazit,32500,MERCEDES-BENZ,SL 600,SL 600,"""Ab MFK"", ""Tuning""",2,Automat,SL 600,MERCEDES-BENZ SL 600
bordeaux,Limousine,1997,Zuzwil,null,Occasion,null,null,4,Allrad,7,2003,Benzin,280,195.0,schwarz,35200,MITSUBISHI,LANCER,Lancer Evo VII,"""Ab MFK""",5,Schaltgetriebe manuell,Lancer Evo VII,MITSUBISHI Lancer Evo VII
bordeaux,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,6,2000,Benzin,224,196.0,anthrazit,14100,MERCEDES-BENZ,S 320,S 320,"""Ab MFK""",5,Automat,S 320,MERCEDES-BENZ S 320
anthrazit mét.,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,3,2006,Benzin,517,20.0,schwarz,47000,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,"""Ab MFK""",2,Automat sequentiell,SL 55 AMG,MERCEDES-BENZ SL 55 AMG
bordeaux mét.,Cabriolet,3800,Zuzwil,231 g/km,Neu,G,9.9 l/100km,2,Allrad,5,2014,Benzin,560,200.0,schwarz,450,PORSCHE,911,911 Turbo S Cabrio,"""Ab MFK""",4,Automatisiertes Schaltgetriebe,911 Turbo S Cabrio,PORSCHE 911 Turbo S Cabrio
bordeaux mét.,Limousine,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,4,Hinterradantrieb,5,2000,Benzin,306,202.0,schwarz,99900,MERCEDES-BENZ,S 500,S 500,"""Ab MFK""",5,Automat,S 500,MERCEDES-BENZ S 500
bordeaux mét.,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,4,2004,Benzin,335,203.0,grau,60000,AUDI,A8,A8 4.2 quattro,"""Ab MFK""",5,Automat sequentiell,A8 4.2 quattro,AUDI A8 4.2 quattro
bordeaux mét.,Coupé,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,8,1999,Benzin,400,205.0,null,30300,FERRARI,F360,F360 Modena Berlinetta,"""Ab MFK""",2,Automatik-Getriebe,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta
bordeaux mét.,Limousine,6744,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,2,1979,Benzin,196,206.0,mehrfarbig,175100,BENTLEY,null,T 2,"""Ab MFK""",5,Automatik-Getriebe,T 2,BENTLEY T 2
bordeaux mét.,Kombi,2671,Zuzwil,283 g/km,Occasion,null,11.8 l/100km,5,Allrad,9,1999,Benzin,230,209.0,beige,171700,AUDI,A6,A6 Avant 2.7 T q.Ambiente,"""Ab MFK""",5,Automatik-Getriebe,A6 Avant 2.7 T q.Ambiente,AUDI A6 Avant 2.7 T q.Ambiente
bordeaux mét.,Coupé,4308,Zuzwil,420 g/km,Occasion,G,18.3 l/100km,2,Hinterradantrieb,6,2005,Benzin,486,210.0,schwarz,29300,FERRARI,F430,F430,"""Ab MFK""",2,Automatik-Getriebe,F430,FERRARI F430
braun,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,4,2008,Benzin,400,211.0,schwarz,80000,MASERATI,QUATTROPORTE,Quattroporte 4.2 Sport GT,"""Ab MFK""",5,Automatisiertes Schaltgetriebe,Quattroporte 4.2 Sport GT,MASERATI Quattroporte 4.2 Sport GT
gelb,Limousine,5998,Zuzwil,423 g/km,Occasion,G,17.7 l/100km,4,Allrad,3,2006,Benzin,560,214.0,beige,35000,BENTLEY,CONTINENTAL,Continental FlyingSpur6.0,"""Ab MFK"", ""Direkt-/Parallelimport""",5,Automat,Continental FlyingSpur6.0,BENTLEY Continental FlyingSpur6.0
gelb,Cabriolet,6747,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1987,Benzin,0,216.0,schwarz,19720,ROLLS-ROYCE,CORNICHE,CORNICHE Cabrio,"""Ab MFK""",4,Automatik-Getriebe,Cabrio,ROLLS-ROYCE CORNICHE Cabrio
gelb,Kompaktvan / Minivan,1998,Zuzwil,236 g/km,Occasion,G,9.0 l/100km,5,Vorderradantrieb,10,2003,Benzin,121,219.0,grau,103000,DAEWOO,TACUMA,Tacuma 2000i CDX,"""Ab MFK""",5,Schaltgetriebe manuell,Tacuma 2000i CDX,DAEWOO Tacuma 2000i CDX
anthrazit mét.,Coupé,1565,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1971,null,170,22.0,schwarz,19200,RENAULT,Alpine A110,Alpine A110 1600S Gruppe 5 look,"""Rennwagen""",2,Schaltgetriebe,1600S Gruppe 5 look,RENAULT Alpine A110 1600S Gruppe 5 look
gelb,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,4,2011,Benzin,530,220.0,schwarz,28000,PORSCHE,911,911 Turbo S Cabrio PDK,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,911 Turbo S Cabrio PDK,PORSCHE 911 Turbo S Cabrio PDK
gelb,Coupé,3217,Zuzwil,388 g/km,Occasion,null,15.6 l/100km,2,Hinterradantrieb,3,2000,Benzin,370,222.0,schwarz,64600,MASERATI,3200 GT,3200 GT,"""Ab MFK""",4,Automatik-Getriebe,3200 GT,MASERATI 3200 GT
gelb,Limousine,3996,Zuzwil,253 g/km,Occasion,G,9.6 l/100km,4,Hinterradantrieb,4,2001,Diesel,250,223.0,beige,42000,MERCEDES-BENZ,S 400,S 400 CDI,"""Ab MFK""",5,Automat,S 400 CDI,MERCEDES-BENZ S 400 CDI
gelb,Coupé,5474,Zuzwil,495 g/km,Occasion,G,22.0 l/100km,2,Hinterradantrieb,5,1999,Benzin,442,224.0,null,49000,FERRARI,456,456M GT,"""Ab MFK""",4,Schaltgetriebe manuell,456M GT,FERRARI 456M GT
gelb,Limousine,2461,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1991,Benzin,235,226.0,schwarz,89700,MERCEDES-BENZ,190,190 E 2.5-16 Evo II ABS,"""Ab MFK""",4,Schaltgetriebe manuell,190 E 2.5-16 Evo II ABS,MERCEDES-BENZ 190 E 2.5-16 Evo II ABS
gelb,Limousine,1994,Safenwil,null,Oldtimer,null,null,4,Vorderradantrieb,5,1985,Benzin,105,228.0,blau,58100,TOYOTA,CAMRY,CAMRY 2000 GLi Super Liftback,"""Ab MFK""",0,Automatik-Getriebe,2000 GLi Super Liftback,TOYOTA CAMRY 2000 GLi Super Liftback
gelb,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,9,2006,Benzin,521,229.0,schwarz,91600,PORSCHE,CAYENNE,Cayenne Turbo S,"""Ab MFK""",5,Automat,Cayenne Turbo S,PORSCHE Cayenne Turbo S
anthrazit mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,3,2003,Benzin,450,23.0,schwarz,121000,PORSCHE,CAYENNE,Cayenne Turbo,"""Ab MFK""",5,Automat sequentiell,Cayenne Turbo,PORSCHE Cayenne Turbo
gelb,Cabriolet,7986,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1993,Benzin,364,230.0,grau,28600,CHRYSLER,VIPER,Viper RT/10,"""Ab MFK""",2,Schaltgetriebe manuell,Viper RT/10,CHRYSLER Viper RT/10
gelb,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,4,1999,Benzin,224,231.0,schwarz,128000,MERCEDES-BENZ,S 320,S 320,"""Ab MFK""",5,Automat,S 320,MERCEDES-BENZ S 320
gelb,Coupé,1997,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1990,Benzin,156,232.0,schwarz,135800,TOYOTA,MR2,MR2 2.0,"""Ab MFK""",2,Schaltgetriebe manuell,MR2 2.0,TOYOTA MR2 2.0
gelb mét.,Coupé,4941,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1989,Benzin,380,233.0,beige,31700,FERRARI,TESTAR./512,Testarossa,null,2,Schaltgetriebe manuell,Testarossa,FERRARI Testarossa
gold,Coupé,6162,Zuzwil,355 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,2,2010,Benzin,647,234.0,schwarz,13000,CHEVROLET,CORVETTE,Corvette ZR1,"""Ab MFK""",2,Schaltgetriebe manuell,Corvette ZR1,CHEVROLET Corvette ZR1
gold mét.,Coupé,3400,Zuzwil,null,Occasion,null,null,2,null,1,1990,Benzin,469,236.0,blau,46000,RUF,null,CTR,"""Ab MFK""",2,null,CTR,RUF CTR
gold mét.,Limousine,3980,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1996,Benzin,241,238.0,beige,94800,DAIMLER,XJ,Six 4.0,"""Ab MFK""",5,Automat,Six 4.0,DAIMLER Six 4.0
grau,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,10,2001,Benzin,420,240.0,schwarz,25900,PORSCHE,911,911 Turbo,"""Ab MFK""",4,Schaltgetriebe manuell,911 Turbo,PORSCHE 911 Turbo
grau,Cabriolet,3596,Zuzwil,270 g/km,Occasion,G,11.2 l/100km,2,Hinterradantrieb,6,2005,Benzin,325,241.0,schwarz,20400,PORSCHE,911,911 Carrera Cabrio,"""Ab MFK""",2,Schaltgetriebe manuell,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio
grau,Limousine,4196,Zuzwil,314 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,7,2002,Benzin,396,247.0,schwarz,32900,JAGUAR,S-TYPE,S-Type 4.2 V8 S/C R,"""Ab MFK""",5,Automat,S-Type 4.2 V8 S/C R,JAGUAR S-Type 4.2 V8 S/C R
grau,Cabriolet,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,5,2002,Benzin,390,248.0,anthrazit,63000,MASERATI,SPYDER GT,Spyder GT,"""Ab MFK""",2,Automatik-Getriebe,Spyder GT,MASERATI Spyder GT
anthrazit mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,25.0,schwarz,32800,AUDI,RS6,RS6 Avant 5.0 V10 quattro,"""Ab MFK"", ""Tuning""",5,Automat sequentiell,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
grau,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,6,2006,Benzin,400,251.0,beige,46050,MASERATI,QUATTROPORTE,Quattroporte 4.2,"""Ab MFK""",5,Automatisiertes Schaltgetriebe,Quattroporte 4.2,MASERATI Quattroporte 4.2
grau,Coupé,5730,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1981,Benzin,0,254.0,rot,27700,CHEVROLET,CORVETTE,CORVETTE,"""Ab MFK""",2,Automatik-Getriebe,null,CHEVROLET CORVETTE
grau,Cabriolet,4244,Zuzwil,430 g/km,Occasion,G,18.6 l/100km,2,Hinterradantrieb,6,2002,Benzin,390,255.0,beige,88500,MASERATI,SPYDER GT,Spyder GT,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,Spyder GT,MASERATI Spyder GT
grau,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,2,1992,Benzin,177,259.0,mehrfarbig,155000,LANCIA,DELTA,Delta HF Integrale Evo,"""Ab MFK""",5,Schaltgetriebe manuell,Delta HF Integrale Evo,LANCIA Delta HF Integrale Evo
anthrazit mét.,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1994,Benzin,394,26.0,grau,48700,MERCEDES-BENZ,SL 600,SL 600,"""Ab MFK""",2,Automat,SL 600,MERCEDES-BENZ SL 600
grau,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,3,2004,Benzin,500,265.0,anthrazit,20000,MERCEDES-BENZ,SL 600,SL 600,"""Ab MFK""",2,Automat,SL 600,MERCEDES-BENZ SL 600
grau,Cabriolet,2912,Safenwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1959,Benzin,130,267.0,schwarz,16900,AUSTIN-HEALEY,null,100/Six BN6 Roadster,"""Ab MFK""",2,Schaltgetriebe manuell,100/Six BN6 Roadster,AUSTIN-HEALEY 100/Six BN6 Roadster
grau mét.,Cabriolet,3824,Zuzwil,280 g/km,Occasion,G,11.6 l/100km,2,Hinterradantrieb,3,2006,Benzin,355,270.0,schwarz,29500,PORSCHE,911,911 Carrera S Cabrio,"""Ab MFK""",2,Schaltgetriebe manuell,911 Carrera S Cabrio,PORSCHE 911 Carrera S Cabrio
grau mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,9,2003,Benzin,420,272.0,blau,63300,PORSCHE,911,911 Turbo,"""Ab MFK""",4,Schaltgetriebe manuell,911 Turbo,PORSCHE 911 Turbo
grau mét.,Coupé,2759,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1983,Benzin,170,274.0,grau,158000,TOYOTA,CELICA,Celica 2800 i Supra,"""Ab MFK""",5,Schaltgetriebe manuell,Celica 2800 i Supra,TOYOTA Celica 2800 i Supra
grau mét.,Limousine,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2010,Benzin,500,279.0,schwarz,47500,PORSCHE,PANAMERA,Panamera Turbo 4.8,"""Ab MFK""",4,Automatisiertes Schaltgetriebe,Panamera Turbo 4.8,PORSCHE Panamera Turbo 4.8
grau mét.,Kombi,4398,Zuzwil,308 g/km,Occasion,G,13.0 l/100km,5,Hinterradantrieb,1,1998,Benzin,286,281.0,schwarz,85800,BMW,540,540i Touring,"""Ab MFK""",5,Automat,540i Touring,BMW 540i Touring
grau mét.,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,6,2002,Benzin,390,283.0,braun,114800,MASERATI,COUPÉ GT,Coupé GT,"""Ab MFK""",4,Automatisiertes Schaltgetriebe,Coupé GT,MASERATI Coupé GT
grau mét.,Coupé,5204,Zuzwil,290 g/km,Neu,G,12.5 l/100km,2,Allrad,7,2015,Benzin,610,284.0,schwarz,300,LAMBORGHINI,HURACAN,Huracan LP610-4 Coupé,"""Ab MFK"", ""Direkt-/Parallelimport""",2,Automatisiertes Schaltgetriebe,Huracan LP610-4 Coupé,LAMBORGHINI Huracan LP610-4 Coupé
grau mét.,Kleinwagen,1747,Zuzwil,197 g/km,Occasion,G,8.3 l/100km,3,Vorderradantrieb,5,2004,Benzin,131,286.0,anthrazit,75200,FIAT,PUNTO,Punto 1.8 16V HGT,"""Ab MFK""",5,Schaltgetriebe manuell,Punto 1.8 16V HGT,FIAT Punto 1.8 16V HGT
anthrazit mét.,Wohnkabine,2198,Zuzwil,null,Occasion,null,null,0,Vorderradantrieb,4,2014,Diesel,131,29.0,mehrfarbig,200,GIOTTILINE,null,Therry T22,"""Ab MFK""",4,Schaltgetriebe,Therry T22,GIOTTILINE Therry T22
grau mét.,Limousine,5439,Zuzwil,310 g/km,Occasion,G,13.0 l/100km,4,Hinterradantrieb,7,2001,Benzin,360,293.0,schwarz,205500,MERCEDES-BENZ,S 55 AMG,S 55 AMG,"""Ab MFK""",5,Automat,S 55 AMG,MERCEDES-BENZ S 55 AMG
grau mét.,Coupé,4163,Zuzwil,325 g/km,Occasion,G,13.6 l/100km,2,Allrad,6,2007,Benzin,420,294.0,schwarz,65000,AUDI,R8,R8 Coupé 4.2,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,R8 Coupé 4.2,AUDI R8 Coupé 4.2
grau mét.,Coupé,6209,Zuzwil,369 g/km,Occasion,G,15.3 l/100km,2,Hinterradantrieb,7,2008,Benzin,507,295.0,schwarz,36000,MERCEDES-BENZ,CLK 63 AMG,CLK 63 AMG Black Series,"""Ab MFK""",2,Automat sequentiell,CLK 63 AMG Black Series,MERCEDES-BENZ CLK 63 AMG Black Series
grau mét.,Cabriolet,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,2,2007,Benzin,560,296.0,mehrfarbig,58000,BENTLEY,CONTINENTAL,Continental GTC 6.0,"""Ab MFK""",4,Automat,Continental GTC 6.0,BENTLEY Continental GTC 6.0
grau mét.,Coupé,5474,Zuzwil,530 g/km,Occasion,null,22.9 l/100km,2,Hinterradantrieb,5,1997,Benzin,485,298.0,schwarz,62000,FERRARI,F550,F550 Maranello,"""Ab MFK""",2,Schaltgetriebe manuell,F550 Maranello,FERRARI F550 Maranello
grau mét.,Coupé,5935,Zuzwil,388 g/km,Occasion,G,16.4 l/100km,2,Hinterradantrieb,4,2012,Benzin,517,299.0,schwarz,5000,ASTON MARTIN,DBS,DBS Coupé,"""Ab MFK""",2,Schaltgetriebe manuell,DBS Coupé,ASTON MARTIN DBS Coupé
grau mét.,Limousine,4966,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,9,1999,Benzin,299,300.0,schwarz,112800,MERCEDES-BENZ,S 500,S 500,"""Ab MFK""",5,Automat,S 500,MERCEDES-BENZ S 500
grau mét.,Coupé,5981,Zuzwil,357 g/km,Occasion,G,14.9 l/100km,2,Hinterradantrieb,1,2006,Benzin,612,302.0,schwarz,19800,MERCEDES-BENZ,CL 65 AMG,CL 65 AMG,"""Ab MFK""",4,Automat sequentiell,CL 65 AMG,MERCEDES-BENZ CL 65 AMG
grau mét.,Limousine,4172,Zuzwil,310 g/km,Occasion,G,12.9 l/100km,4,Allrad,11,2003,Benzin,335,306.0,schwarz,119000,VW,PHAETON,Phaeton 4.2 V8 4Motion,"""Ab MFK""",5,Automat sequentiell,Phaeton 4.2 V8 4Motion,VW Phaeton 4.2 V8 4Motion
